article_id,topic_id,topic_desc
957212,264,Trials &amp; Appeals &amp; Compensation
957196,14,"Litigation, Mediation & Arbitration"
957196,264,Trials &amp; Appeals &amp; Compensation
957180,14,"Litigation, Mediation & Arbitration"
957180,240,Arbitration & Dispute Resolution
957180,264,Trials &amp; Appeals &amp; Compensation
957112,14,"Litigation, Mediation & Arbitration"
957112,16,"Food, Drugs, Healthcare, Life Sciences"
957112,264,Trials &amp; Appeals &amp; Compensation
957112,290,Food and Drugs Law
957112,291,"Life Sciences, Biotechnology & Nanotechnology"
956956,14,"Litigation, Mediation & Arbitration"
956956,29,Technology
956956,240,Arbitration & Dispute Resolution
956956,520,New Technology
956726,14,"Litigation, Mediation & Arbitration"
956726,16,"Food, Drugs, Healthcare, Life Sciences"
956726,264,Trials &amp; Appeals &amp; Compensation
956726,266,Personal Injury
956726,291,"Life Sciences, Biotechnology & Nanotechnology"
956624,5,Employment and HR
956624,14,"Litigation, Mediation & Arbitration"
956624,110,Contract of Employment
956624,264,Trials &amp; Appeals &amp; Compensation
956604,5,Employment and HR
956604,14,"Litigation, Mediation & Arbitration"
956604,118,Employment Litigation/ Tribunals
956604,209,Disclosure &amp; Electronic Discovery &amp; Privilege
956604,264,Trials &amp; Appeals &amp; Compensation
956604,270,Libel & Defamation
956546,14,"Litigation, Mediation & Arbitration"
956546,30,Compliance
956546,32,Coronavirus (COVID-19)
956546,264,Trials &amp; Appeals &amp; Compensation
956546,532,Reporting and Compliance
956124,14,"Litigation, Mediation & Arbitration"
956124,251,Class Actions
956124,264,Trials &amp; Appeals &amp; Compensation
956116,14,"Litigation, Mediation & Arbitration"
956116,240,Arbitration & Dispute Resolution
956116,264,Trials &amp; Appeals &amp; Compensation
956088,14,"Litigation, Mediation & Arbitration"
956088,240,Arbitration & Dispute Resolution
956088,264,Trials &amp; Appeals &amp; Compensation
956056,14,"Litigation, Mediation & Arbitration"
956056,251,Class Actions
956056,264,Trials &amp; Appeals &amp; Compensation
955910,10,Insurance
955910,14,"Litigation, Mediation & Arbitration"
955910,194,Insurance Laws and Products
955910,266,Personal Injury
955886,2,Finance and Banking
955886,14,"Litigation, Mediation & Arbitration"
955886,32,Coronavirus (COVID-19)
955886,75,Financial Services
955886,240,Arbitration & Dispute Resolution
955886,532,Reporting and Compliance
955886,540,Operational Impacts and Strategy
955716,14,"Litigation, Mediation & Arbitration"
955716,240,Arbitration & Dispute Resolution
955628,3,Corporate/Commercial Law
955628,14,"Litigation, Mediation & Arbitration"
955628,90,Corporate and Company Law
955628,97,Contracts and Commercial Law
955628,240,Arbitration & Dispute Resolution
955622,14,"Litigation, Mediation & Arbitration"
955622,426,Civil Law
955602,14,"Litigation, Mediation & Arbitration"
955602,17,Real Estate and Construction
955602,264,Trials &amp; Appeals &amp; Compensation
955602,303,Real Estate
955468,14,"Litigation, Mediation & Arbitration"
955468,32,Coronavirus (COVID-19)
955468,242,Court Procedure
955468,264,Trials &amp; Appeals &amp; Compensation
955468,540,Operational Impacts and Strategy
955380,14,"Litigation, Mediation & Arbitration"
955380,240,Arbitration & Dispute Resolution
955274,14,"Litigation, Mediation & Arbitration"
955274,29,Technology
955274,32,Coronavirus (COVID-19)
955274,240,Arbitration & Dispute Resolution
955274,242,Court Procedure
955274,520,New Technology
955274,538,"Litigation, Contracts and Force Majeure"
955236,14,"Litigation, Mediation & Arbitration"
955236,264,Trials &amp; Appeals &amp; Compensation
955204,3,Corporate/Commercial Law
955204,10,Insurance
955204,14,"Litigation, Mediation & Arbitration"
955204,22,Energy and Natural Resources
955204,88,Compliance
955204,90,Corporate and Company Law
955204,152,Mining
955204,194,Insurance Laws and Products
955204,251,Class Actions
955204,264,Trials &amp; Appeals &amp; Compensation
954862,10,Insurance
954862,14,"Litigation, Mediation & Arbitration"
954862,194,Insurance Laws and Products
954862,266,Personal Injury
954792,11,Intellectual Property
954792,12,"Government, Public Sector"
954792,14,"Litigation, Mediation & Arbitration"
954792,207,Trademark
954792,211,"Terrorism, Homeland Security & Defence"
954792,264,Trials &amp; Appeals &amp; Compensation
954782,3,Corporate/Commercial Law
954782,14,"Litigation, Mediation & Arbitration"
954782,264,Trials &amp; Appeals &amp; Compensation
954782,461,Privilege
954760,14,"Litigation, Mediation & Arbitration"
954760,32,Coronavirus (COVID-19)
954760,240,Arbitration & Dispute Resolution
954760,538,"Litigation, Contracts and Force Majeure"
954670,14,"Litigation, Mediation & Arbitration"
954670,240,Arbitration & Dispute Resolution
954670,264,Trials &amp; Appeals &amp; Compensation
954662,14,"Litigation, Mediation & Arbitration"
954662,32,Coronavirus (COVID-19)
954662,240,Arbitration & Dispute Resolution
954662,538,"Litigation, Contracts and Force Majeure"
954590,12,"Government, Public Sector"
954590,14,"Litigation, Mediation & Arbitration"
954590,210,Constitutional & Administrative Law
954590,211,"Terrorism, Homeland Security & Defence"
954590,250,Sovereign Immunity: Public Sector Government
954590,264,Trials &amp; Appeals &amp; Compensation
954418,14,"Litigation, Mediation & Arbitration"
954418,20,Strategy
954418,264,Trials &amp; Appeals &amp; Compensation
954418,418,Technology
954270,12,"Government, Public Sector"
954270,14,"Litigation, Mediation & Arbitration"
954270,210,Constitutional & Administrative Law
954270,211,"Terrorism, Homeland Security & Defence"
954270,264,Trials &amp; Appeals &amp; Compensation
954244,14,"Litigation, Mediation & Arbitration"
954244,21,Transport
954244,25,Insolvency/Bankruptcy/Re-structuring
954244,95,Insolvency/Bankruptcy
954244,191,Marine/ Shipping
954244,240,Arbitration & Dispute Resolution
954168,14,"Litigation, Mediation & Arbitration"
954168,21,Transport
954168,193,"Rail, Road & Cycling"
954168,264,Trials &amp; Appeals &amp; Compensation
954168,266,Personal Injury
954168,268,Professional Negligence
954104,14,"Litigation, Mediation & Arbitration"
954104,240,Arbitration & Dispute Resolution
954046,14,"Litigation, Mediation & Arbitration"
954046,17,Real Estate and Construction
954046,264,Trials &amp; Appeals &amp; Compensation
954046,304,Land Law & Agriculture
953944,4,Anti-trust/Competition Law
953944,14,"Litigation, Mediation & Arbitration"
953944,100,"Antitrust, EU Competition "
953944,251,Class Actions
953944,264,Trials &amp; Appeals &amp; Compensation
953888,14,"Litigation, Mediation & Arbitration"
953888,16,"Food, Drugs, Healthcare, Life Sciences"
953888,264,Trials &amp; Appeals &amp; Compensation
953888,291,"Life Sciences, Biotechnology & Nanotechnology"
953800,14,"Litigation, Mediation & Arbitration"
953800,240,Arbitration & Dispute Resolution
953800,264,Trials &amp; Appeals &amp; Compensation
953652,14,"Litigation, Mediation & Arbitration"
953652,240,Arbitration & Dispute Resolution
953620,14,"Litigation, Mediation & Arbitration"
953620,264,Trials &amp; Appeals &amp; Compensation
953620,266,Personal Injury
953620,268,Professional Negligence
953600,14,"Litigation, Mediation & Arbitration"
953600,264,Trials &amp; Appeals &amp; Compensation
953232,14,"Litigation, Mediation & Arbitration"
953232,242,Court Procedure
953232,251,Class Actions
953232,264,Trials &amp; Appeals &amp; Compensation
953230,14,"Litigation, Mediation & Arbitration"
953230,240,Arbitration & Dispute Resolution
953230,264,Trials &amp; Appeals &amp; Compensation
953204,14,"Litigation, Mediation & Arbitration"
953204,240,Arbitration & Dispute Resolution
953204,242,Court Procedure
953200,14,"Litigation, Mediation & Arbitration"
953200,240,Arbitration & Dispute Resolution
953200,264,Trials &amp; Appeals &amp; Compensation
953122,5,Employment and HR
953122,14,"Litigation, Mediation & Arbitration"
953122,116,Employee Benefits & Compensation
953122,264,Trials &amp; Appeals &amp; Compensation
953122,266,Personal Injury
953104,14,"Litigation, Mediation & Arbitration"
953104,32,Coronavirus (COVID-19)
953104,266,Personal Injury
953104,426,Civil Law
953104,528,Government Measures
953074,10,Insurance
953074,14,"Litigation, Mediation & Arbitration"
953074,30,Compliance
953074,194,Insurance Laws and Products
953074,251,Class Actions
953074,266,Personal Injury
952974,14,"Litigation, Mediation & Arbitration"
952974,264,Trials &amp; Appeals &amp; Compensation
952926,14,"Litigation, Mediation & Arbitration"
952926,16,"Food, Drugs, Healthcare, Life Sciences"
952926,264,Trials &amp; Appeals &amp; Compensation
952926,266,Personal Injury
952926,290,Food and Drugs Law
952926,291,"Life Sciences, Biotechnology & Nanotechnology"
952706,3,Corporate/Commercial Law
952706,14,"Litigation, Mediation & Arbitration"
952706,32,Coronavirus (COVID-19)
952706,90,Corporate and Company Law
952706,251,Class Actions
952706,264,Trials &amp; Appeals &amp; Compensation
952706,351,Securities
952706,528,Government Measures
952656,3,Corporate/Commercial Law
952656,5,Employment and HR
952656,14,"Litigation, Mediation & Arbitration"
952656,90,Corporate and Company Law
952656,112,"Retirement, Superannuation & Pensions"
952656,264,Trials &amp; Appeals &amp; Compensation
952524,14,"Litigation, Mediation & Arbitration"
952524,32,Coronavirus (COVID-19)
952524,242,Court Procedure
952524,538,"Litigation, Contracts and Force Majeure"
952386,14,"Litigation, Mediation & Arbitration"
952386,15,"Media, Telecoms, IT, Entertainment"
952386,264,Trials &amp; Appeals &amp; Compensation
952386,420,Hotels & Hospitality
952358,14,"Litigation, Mediation & Arbitration"
952358,268,Professional Negligence
951976,14,"Litigation, Mediation & Arbitration"
951976,25,Insolvency/Bankruptcy/Re-structuring
951976,95,Insolvency/Bankruptcy
951976,264,Trials &amp; Appeals &amp; Compensation
951976,426,Civil Law
951822,14,"Litigation, Mediation & Arbitration"
951822,264,Trials &amp; Appeals &amp; Compensation
951822,266,Personal Injury
951760,14,"Litigation, Mediation & Arbitration"
951760,21,Transport
951760,193,"Rail, Road & Cycling"
951760,240,Arbitration & Dispute Resolution
951760,268,Professional Negligence
951564,14,"Litigation, Mediation & Arbitration"
951564,240,Arbitration & Dispute Resolution
951506,14,"Litigation, Mediation & Arbitration"
951506,264,Trials &amp; Appeals &amp; Compensation
951506,426,Civil Law
951438,12,"Government, Public Sector"
951438,14,"Litigation, Mediation & Arbitration"
951438,210,Constitutional & Administrative Law
951438,240,Arbitration & Dispute Resolution
951438,264,Trials &amp; Appeals &amp; Compensation
951354,14,"Litigation, Mediation & Arbitration"
951354,22,Energy and Natural Resources
951354,150,Energy Law
951354,240,Arbitration & Dispute Resolution
951354,264,Trials &amp; Appeals &amp; Compensation
951350,14,"Litigation, Mediation & Arbitration"
951350,17,Real Estate and Construction
951350,240,Arbitration & Dispute Resolution
951350,306,Landlord & Tenant - Leases
951282,12,"Government, Public Sector"
951282,14,"Litigation, Mediation & Arbitration"
951282,210,Constitutional & Administrative Law
951282,264,Trials &amp; Appeals &amp; Compensation
951046,14,"Litigation, Mediation & Arbitration"
951046,240,Arbitration & Dispute Resolution
950836,14,"Litigation, Mediation & Arbitration"
950836,240,Arbitration & Dispute Resolution
950816,3,Corporate/Commercial Law
950816,14,"Litigation, Mediation & Arbitration"
950816,97,Contracts and Commercial Law
950816,240,Arbitration & Dispute Resolution
950800,14,"Litigation, Mediation & Arbitration"
950800,264,Trials &amp; Appeals &amp; Compensation
950526,14,"Litigation, Mediation & Arbitration"
950526,240,Arbitration & Dispute Resolution
950458,14,"Litigation, Mediation & Arbitration"
950458,18,Tax
950458,264,Trials &amp; Appeals &amp; Compensation
950458,322,Income Tax
950458,328,Tax Authorities
950374,14,"Litigation, Mediation & Arbitration"
950374,16,"Food, Drugs, Healthcare, Life Sciences"
950374,20,Strategy
950374,264,Trials &amp; Appeals &amp; Compensation
950374,292,Healthcare
950374,418,Technology
950140,14,"Litigation, Mediation & Arbitration"
950140,209,Disclosure &amp; Electronic Discovery &amp; Privilege
950140,264,Trials &amp; Appeals &amp; Compensation
950078,12,"Government, Public Sector"
950078,14,"Litigation, Mediation & Arbitration"
950078,210,Constitutional & Administrative Law
950078,250,Sovereign Immunity: Public Sector Government
950078,264,Trials &amp; Appeals &amp; Compensation
949974,14,"Litigation, Mediation & Arbitration"
949974,240,Arbitration & Dispute Resolution
949974,264,Trials &amp; Appeals &amp; Compensation
949912,14,"Litigation, Mediation & Arbitration"
949912,264,Trials &amp; Appeals &amp; Compensation
949798,14,"Litigation, Mediation & Arbitration"
949798,240,Arbitration & Dispute Resolution
949798,264,Trials &amp; Appeals &amp; Compensation
949788,14,"Litigation, Mediation & Arbitration"
949788,264,Trials &amp; Appeals &amp; Compensation
949788,268,Professional Negligence
949776,14,"Litigation, Mediation & Arbitration"
949776,240,Arbitration & Dispute Resolution
949776,264,Trials &amp; Appeals &amp; Compensation
949752,2,Finance and Banking
949752,14,"Litigation, Mediation & Arbitration"
949752,32,Coronavirus (COVID-19)
949752,75,Financial Services
949752,264,Trials &amp; Appeals &amp; Compensation
949752,534,Financing
949752,538,"Litigation, Contracts and Force Majeure"
949504,3,Corporate/Commercial Law
949504,14,"Litigation, Mediation & Arbitration"
949504,92,Directors and Officers
949504,209,Disclosure &amp; Electronic Discovery &amp; Privilege
949372,14,"Litigation, Mediation & Arbitration"
949372,264,Trials &amp; Appeals &amp; Compensation
949308,9,Consumer Protection
949308,14,"Litigation, Mediation & Arbitration"
949308,32,Coronavirus (COVID-19)
949308,251,Class Actions
949308,261,Education
949308,540,Operational Impacts and Strategy
949254,14,"Litigation, Mediation & Arbitration"
949254,32,Coronavirus (COVID-19)
949254,240,Arbitration & Dispute Resolution
949254,264,Trials &amp; Appeals &amp; Compensation
949254,534,Financing
949254,540,Operational Impacts and Strategy
949246,7,Environment
949246,14,"Litigation, Mediation & Arbitration"
949246,151,Environmental Law
949246,264,Trials &amp; Appeals &amp; Compensation
949210,3,Corporate/Commercial Law
949210,14,"Litigation, Mediation & Arbitration"
949210,264,Trials &amp; Appeals &amp; Compensation
949210,351,Securities
949146,14,"Litigation, Mediation & Arbitration"
949146,209,Disclosure &amp; Electronic Discovery &amp; Privilege
949146,242,Court Procedure
949146,270,Libel & Defamation
949136,14,"Litigation, Mediation & Arbitration"
949136,15,"Media, Telecoms, IT, Entertainment"
949136,270,Libel & Defamation
949136,286,Publishing
949134,14,"Litigation, Mediation & Arbitration"
949134,23,Criminal Law
949134,264,Trials &amp; Appeals &amp; Compensation
949134,404,Crime
949042,14,"Litigation, Mediation & Arbitration"
949042,240,Arbitration & Dispute Resolution
948898,14,"Litigation, Mediation & Arbitration"
948898,32,Coronavirus (COVID-19)
948898,209,Disclosure &amp; Electronic Discovery &amp; Privilege
948898,242,Court Procedure
948898,538,"Litigation, Contracts and Force Majeure"
948864,14,"Litigation, Mediation & Arbitration"
948864,264,Trials &amp; Appeals &amp; Compensation
948862,14,"Litigation, Mediation & Arbitration"
948862,242,Court Procedure
948862,251,Class Actions
948848,14,"Litigation, Mediation & Arbitration"
948848,242,Court Procedure
948808,14,"Litigation, Mediation & Arbitration"
948808,264,Trials &amp; Appeals &amp; Compensation
948768,14,"Litigation, Mediation & Arbitration"
948768,18,Tax
948768,264,Trials &amp; Appeals &amp; Compensation
948768,328,Tax Authorities
948720,14,"Litigation, Mediation & Arbitration"
948720,26,Privacy
948720,202,Privacy Protection
948720,264,Trials &amp; Appeals &amp; Compensation
948362,11,Intellectual Property
948362,14,"Litigation, Mediation & Arbitration"
948362,204,Patent
948362,240,Arbitration & Dispute Resolution
948362,264,Trials &amp; Appeals &amp; Compensation
948308,14,"Litigation, Mediation & Arbitration"
948308,264,Trials &amp; Appeals &amp; Compensation
948248,14,"Litigation, Mediation & Arbitration"
948248,26,Privacy
948248,202,Privacy Protection
948248,264,Trials &amp; Appeals &amp; Compensation
948230,14,"Litigation, Mediation & Arbitration"
948230,240,Arbitration & Dispute Resolution
948122,14,"Litigation, Mediation & Arbitration"
948122,240,Arbitration & Dispute Resolution
948122,264,Trials &amp; Appeals &amp; Compensation
948100,3,Corporate/Commercial Law
948100,14,"Litigation, Mediation & Arbitration"
948100,97,Contracts and Commercial Law
948100,240,Arbitration & Dispute Resolution
948100,264,Trials &amp; Appeals &amp; Compensation
948058,3,Corporate/Commercial Law
948058,14,"Litigation, Mediation & Arbitration"
948058,22,Energy and Natural Resources
948058,264,Trials &amp; Appeals &amp; Compensation
948058,384,Renewables
948058,461,Privilege
948038,14,"Litigation, Mediation & Arbitration"
948038,32,Coronavirus (COVID-19)
948038,240,Arbitration & Dispute Resolution
948038,528,Government Measures
948038,538,"Litigation, Contracts and Force Majeure"
948036,14,"Litigation, Mediation & Arbitration"
948036,240,Arbitration & Dispute Resolution
948036,264,Trials &amp; Appeals &amp; Compensation
948024,14,"Litigation, Mediation & Arbitration"
948024,251,Class Actions
948024,264,Trials &amp; Appeals &amp; Compensation
947964,14,"Litigation, Mediation & Arbitration"
947964,240,Arbitration & Dispute Resolution
947964,264,Trials &amp; Appeals &amp; Compensation
947954,3,Corporate/Commercial Law
947954,14,"Litigation, Mediation & Arbitration"
947954,240,Arbitration & Dispute Resolution
947954,264,Trials &amp; Appeals &amp; Compensation
947954,437,Shareholders
947914,3,Corporate/Commercial Law
947914,5,Employment and HR
947914,14,"Litigation, Mediation & Arbitration"
947914,30,Compliance
947914,88,Compliance
947914,90,Corporate and Company Law
947914,112,"Retirement, Superannuation & Pensions"
947914,117,Redundancy/Layoff
947914,251,Class Actions
947656,14,"Litigation, Mediation & Arbitration"
947656,23,Criminal Law
947656,242,Court Procedure
947656,404,Crime
947650,14,"Litigation, Mediation & Arbitration"
947650,240,Arbitration & Dispute Resolution
947522,14,"Litigation, Mediation & Arbitration"
947522,23,Criminal Law
947522,264,Trials &amp; Appeals &amp; Compensation
947522,404,Crime
947196,14,"Litigation, Mediation & Arbitration"
947196,264,Trials &amp; Appeals &amp; Compensation
947110,14,"Litigation, Mediation & Arbitration"
947110,264,Trials &amp; Appeals &amp; Compensation
947076,14,"Litigation, Mediation & Arbitration"
947076,264,Trials &amp; Appeals &amp; Compensation
947030,10,Insurance
947030,14,"Litigation, Mediation & Arbitration"
947030,194,Insurance Laws and Products
947030,264,Trials &amp; Appeals &amp; Compensation
947010,14,"Litigation, Mediation & Arbitration"
947010,240,Arbitration & Dispute Resolution
947010,242,Court Procedure
947008,14,"Litigation, Mediation & Arbitration"
947008,240,Arbitration & Dispute Resolution
947008,264,Trials &amp; Appeals &amp; Compensation
947000,14,"Litigation, Mediation & Arbitration"
947000,264,Trials &amp; Appeals &amp; Compensation
946880,14,"Litigation, Mediation & Arbitration"
946880,23,Criminal Law
946880,242,Court Procedure
946880,264,Trials &amp; Appeals &amp; Compensation
946880,404,Crime
946880,426,Civil Law
946696,14,"Litigation, Mediation & Arbitration"
946696,240,Arbitration & Dispute Resolution
946582,14,"Litigation, Mediation & Arbitration"
946582,264,Trials &amp; Appeals &amp; Compensation
946524,14,"Litigation, Mediation & Arbitration"
946524,26,Privacy
946524,172,Data Protection
946524,264,Trials &amp; Appeals &amp; Compensation
946186,14,"Litigation, Mediation & Arbitration"
946186,240,Arbitration & Dispute Resolution
946070,14,"Litigation, Mediation & Arbitration"
946070,264,Trials &amp; Appeals &amp; Compensation
946050,3,Corporate/Commercial Law
946050,14,"Litigation, Mediation & Arbitration"
946050,23,Criminal Law
946050,264,Trials &amp; Appeals &amp; Compensation
946050,351,Securities
946050,396,"White Collar Crime, Anti-Corruption & Fraud"
945614,14,"Litigation, Mediation & Arbitration"
945614,240,Arbitration & Dispute Resolution
945460,14,"Litigation, Mediation & Arbitration"
945460,240,Arbitration & Dispute Resolution
945414,14,"Litigation, Mediation & Arbitration"
945414,240,Arbitration & Dispute Resolution
945414,264,Trials &amp; Appeals &amp; Compensation
945414,266,Personal Injury
945296,14,"Litigation, Mediation & Arbitration"
945296,240,Arbitration & Dispute Resolution
945296,264,Trials &amp; Appeals &amp; Compensation
945260,14,"Litigation, Mediation & Arbitration"
945260,21,Transport
945260,193,"Rail, Road & Cycling"
945260,264,Trials &amp; Appeals &amp; Compensation
945260,268,Professional Negligence
945198,14,"Litigation, Mediation & Arbitration"
945198,264,Trials &amp; Appeals &amp; Compensation
945194,14,"Litigation, Mediation & Arbitration"
945194,264,Trials &amp; Appeals &amp; Compensation
945062,14,"Litigation, Mediation & Arbitration"
945062,264,Trials &amp; Appeals &amp; Compensation
945062,266,Personal Injury
945024,3,Corporate/Commercial Law
945024,14,"Litigation, Mediation & Arbitration"
945024,21,Transport
945024,97,Contracts and Commercial Law
945024,193,"Rail, Road & Cycling"
945024,240,Arbitration & Dispute Resolution
945024,264,Trials &amp; Appeals &amp; Compensation
944810,14,"Litigation, Mediation & Arbitration"
944810,15,"Media, Telecoms, IT, Entertainment"
944810,20,Strategy
944810,28,Law Department Performance
944810,30,Compliance
944810,162,IT and Internet
944810,242,Court Procedure
944810,264,Trials &amp; Appeals &amp; Compensation
944810,418,Technology
944810,506,Workflow and Workload Management 
944794,14,"Litigation, Mediation & Arbitration"
944794,26,Privacy
944794,32,Coronavirus (COVID-19)
944794,202,Privacy Protection
944794,251,Class Actions
944794,264,Trials &amp; Appeals &amp; Compensation
944794,538,"Litigation, Contracts and Force Majeure"
944794,540,Operational Impacts and Strategy
944714,14,"Litigation, Mediation & Arbitration"
944714,29,Technology
944714,240,Arbitration & Dispute Resolution
944714,520,New Technology
944710,14,"Litigation, Mediation & Arbitration"
944710,251,Class Actions
944708,5,Employment and HR
944708,14,"Litigation, Mediation & Arbitration"
944708,114,Health & Safety
944708,266,Personal Injury
944704,14,"Litigation, Mediation & Arbitration"
944704,426,Civil Law
944700,14,"Litigation, Mediation & Arbitration"
944700,266,Personal Injury
944612,14,"Litigation, Mediation & Arbitration"
944612,251,Class Actions
944612,264,Trials &amp; Appeals &amp; Compensation
944452,14,"Litigation, Mediation & Arbitration"
944452,23,Criminal Law
944452,242,Court Procedure
944452,404,Crime
944298,3,Corporate/Commercial Law
944298,14,"Litigation, Mediation & Arbitration"
944298,97,Contracts and Commercial Law
944298,240,Arbitration & Dispute Resolution
944298,264,Trials &amp; Appeals &amp; Compensation
944222,9,Consumer Protection
944222,14,"Litigation, Mediation & Arbitration"
944222,180,Consumer Law
944222,251,Class Actions
944222,264,Trials &amp; Appeals &amp; Compensation
943974,2,Finance and Banking
943974,3,Corporate/Commercial Law
943974,14,"Litigation, Mediation & Arbitration"
943974,17,Real Estate and Construction
943974,74,"Charges, Mortgages, Indemnities"
943974,97,Contracts and Commercial Law
943974,240,Arbitration & Dispute Resolution
943974,300,Construction & Planning
943920,11,Intellectual Property
943920,14,"Litigation, Mediation & Arbitration"
943920,204,Patent
943920,240,Arbitration & Dispute Resolution
943920,264,Trials &amp; Appeals &amp; Compensation
943646,14,"Litigation, Mediation & Arbitration"
943646,15,"Media, Telecoms, IT, Entertainment"
943646,240,Arbitration & Dispute Resolution
943646,281,"Advertising, Marketing & Branding"
943446,14,"Litigation, Mediation & Arbitration"
943446,266,Personal Injury
943404,14,"Litigation, Mediation & Arbitration"
943404,15,"Media, Telecoms, IT, Entertainment"
943404,251,Class Actions
943404,264,Trials &amp; Appeals &amp; Compensation
943404,281,"Advertising, Marketing & Branding"
943256,14,"Litigation, Mediation & Arbitration"
943256,18,Tax
943256,209,Disclosure &amp; Electronic Discovery &amp; Privilege
943256,264,Trials &amp; Appeals &amp; Compensation
943256,328,Tax Authorities
943194,14,"Litigation, Mediation & Arbitration"
943194,240,Arbitration & Dispute Resolution
943194,264,Trials &amp; Appeals &amp; Compensation
943186,14,"Litigation, Mediation & Arbitration"
943186,16,"Food, Drugs, Healthcare, Life Sciences"
943186,264,Trials &amp; Appeals &amp; Compensation
943186,290,Food and Drugs Law
943182,11,Intellectual Property
943182,14,"Litigation, Mediation & Arbitration"
943182,16,"Food, Drugs, Healthcare, Life Sciences"
943182,204,Patent
943182,264,Trials &amp; Appeals &amp; Compensation
943182,291,"Life Sciences, Biotechnology & Nanotechnology"
942856,3,Corporate/Commercial Law
942856,14,"Litigation, Mediation & Arbitration"
942856,97,Contracts and Commercial Law
942856,240,Arbitration & Dispute Resolution
942682,14,"Litigation, Mediation & Arbitration"
942682,32,Coronavirus (COVID-19)
942682,240,Arbitration & Dispute Resolution
942682,540,Operational Impacts and Strategy
942550,14,"Litigation, Mediation & Arbitration"
942550,32,Coronavirus (COVID-19)
942550,240,Arbitration & Dispute Resolution
942550,264,Trials &amp; Appeals &amp; Compensation
942550,538,"Litigation, Contracts and Force Majeure"
942456,9,Consumer Protection
942456,14,"Litigation, Mediation & Arbitration"
942456,264,Trials &amp; Appeals &amp; Compensation
942456,416,"Dodd-Frank, Consumer Protection Act"
942304,3,Corporate/Commercial Law
942304,9,Consumer Protection
942304,14,"Litigation, Mediation & Arbitration"
942304,15,"Media, Telecoms, IT, Entertainment"
942304,90,Corporate and Company Law
942304,97,Contracts and Commercial Law
942304,170,"Telecoms, Mobile & Cable Communications"
942304,251,Class Actions
942304,264,Trials &amp; Appeals &amp; Compensation
942304,416,"Dodd-Frank, Consumer Protection Act"
942254,14,"Litigation, Mediation & Arbitration"
942254,16,"Food, Drugs, Healthcare, Life Sciences"
942254,251,Class Actions
942254,264,Trials &amp; Appeals &amp; Compensation
942254,292,Healthcare
942186,10,Insurance
942186,14,"Litigation, Mediation & Arbitration"
942186,194,Insurance Laws and Products
942186,240,Arbitration & Dispute Resolution
942186,264,Trials &amp; Appeals &amp; Compensation
942136,14,"Litigation, Mediation & Arbitration"
942136,17,Real Estate and Construction
942136,209,Disclosure &amp; Electronic Discovery &amp; Privilege
942136,264,Trials &amp; Appeals &amp; Compensation
942136,300,Construction & Planning
942086,14,"Litigation, Mediation & Arbitration"
942086,23,Criminal Law
942086,264,Trials &amp; Appeals &amp; Compensation
942086,404,Crime
942040,5,Employment and HR
942040,14,"Litigation, Mediation & Arbitration"
942040,16,"Food, Drugs, Healthcare, Life Sciences"
942040,114,Health & Safety
942040,251,Class Actions
942040,264,Trials &amp; Appeals &amp; Compensation
942040,292,Healthcare
941616,14,"Litigation, Mediation & Arbitration"
941616,32,Coronavirus (COVID-19)
941616,242,Court Procedure
941616,538,"Litigation, Contracts and Force Majeure"
941616,540,Operational Impacts and Strategy
941550,3,Corporate/Commercial Law
941550,14,"Litigation, Mediation & Arbitration"
941550,251,Class Actions
941550,264,Trials &amp; Appeals &amp; Compensation
941550,351,Securities
941548,3,Corporate/Commercial Law
941548,14,"Litigation, Mediation & Arbitration"
941548,16,"Food, Drugs, Healthcare, Life Sciences"
941548,90,Corporate and Company Law
941548,264,Trials &amp; Appeals &amp; Compensation
941548,290,Food and Drugs Law
941548,351,Securities
941544,3,Corporate/Commercial Law
941544,14,"Litigation, Mediation & Arbitration"
941544,90,Corporate and Company Law
941544,251,Class Actions
941544,264,Trials &amp; Appeals &amp; Compensation
941544,351,Securities
941422,9,Consumer Protection
941422,14,"Litigation, Mediation & Arbitration"
941422,180,Consumer Law
941422,240,Arbitration & Dispute Resolution
941422,251,Class Actions
941392,14,"Litigation, Mediation & Arbitration"
941392,264,Trials &amp; Appeals &amp; Compensation
941278,14,"Litigation, Mediation & Arbitration"
941278,264,Trials &amp; Appeals &amp; Compensation
941278,266,Personal Injury
941252,3,Corporate/Commercial Law
941252,14,"Litigation, Mediation & Arbitration"
941252,97,Contracts and Commercial Law
941252,264,Trials &amp; Appeals &amp; Compensation
941150,5,Employment and HR
941150,14,"Litigation, Mediation & Arbitration"
941150,17,Real Estate and Construction
941150,111,"Discrimination, Disability & Sexual Harassment"
941150,264,Trials &amp; Appeals &amp; Compensation
941150,306,Landlord & Tenant - Leases
940868,14,"Litigation, Mediation & Arbitration"
940868,16,"Food, Drugs, Healthcare, Life Sciences"
940868,264,Trials &amp; Appeals &amp; Compensation
940868,266,Personal Injury
940868,291,"Life Sciences, Biotechnology & Nanotechnology"
940866,5,Employment and HR
940866,14,"Litigation, Mediation & Arbitration"
940866,111,"Discrimination, Disability & Sexual Harassment"
940866,118,Employment Litigation/ Tribunals
940866,264,Trials &amp; Appeals &amp; Compensation
940858,14,"Litigation, Mediation & Arbitration"
940858,264,Trials &amp; Appeals &amp; Compensation
940704,14,"Litigation, Mediation & Arbitration"
